"isp1", "Ethernet0/1", "190.16.200.1", "24"
"isp1", "Ethernet0/2", "192.1.230.1", "24"
"isp1", "Ethernet1/3", "192.168.106.216", "24"
"isp2", "Ethernet1/3", "192.168.106.215", "24"
"sw1", "Ethernet0/0", "192.168.106.217", "24"
