"isp1", "Ethernet0/1", "190.16.200.1"
"isp1", "Ethernet0/2", "192.1.230.1"
"isp1", "Ethernet1/3", "192.168.106.216"
"isp2", "Ethernet1/3", "192.168.106.215"
